SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
METR,2024-01-19,48 hs.,Homogenea,1161,1190,"1193,5",1140,"1163,685",107700,"125328882,5",545
MOLA,2024-01-19,48 hs.,Homogenea,"23252,5",23100,23600,"22875,5","23247,141",1512,35149677,195
MOLI,2024-01-19,48 hs.,Homogenea,4010,4090,4150,"3782,5","3954,944",32829,"129836841,5",1012
MOLI5,2024-01-19,48 hs.,Homogenea,3100,3100,3100,3100,3100,4,12400,1
MORI,2024-01-19,48 hs.,Homogenea,"119,5","118,75","120,5","114,5","118,435",455045,"53893374,5",637
GAMI,2024-01-19,48 hs.,Homogenea,199,"189,75",200,"189,75","194,733",63716,"12407597,25",133
GARO,2024-01-19,48 hs.,Homogenea,"165,5",163,171,"161,25","164,113",47323,"7766323,5",41
GBAN,2024-01-19,48 hs.,Homogenea,"1292,5",1330,1393,1230,"1279,991",13643,"17462912,5",120
GCDI,2024-01-19,48 hs.,Homogenea,"28,2","27,45","30,8","27,45","29,177",1335546,"38967501,25",375
GCLA,2024-01-19,48 hs.,Homogenea,1124,1148,1148,1080,"1097,257",22265,24430417,36
GGALD,2024-01-19,48 hs.,Homogenea,"1,9","1,83","1,95","1,63","1,728",43458,"75079,53",71
GRIM,2024-01-19,48 hs.,Homogenea,775,775,775,775,775,15,11625,1
HARG,2024-01-19,48 hs.,Homogenea,"1552,5","1573,5","1573,5",1518,"1539,944",34379,52941720,427
HAVA,2024-01-19,48 hs.,Homogenea,8182,7850,8200,7500,"7950,236",18065,143621013,822
CECO2,2024-01-19,48 hs.,Homogenea,"464,5",444,471,444,"461,401",567491,261841154,943
CELU,2024-01-19,48 hs.,Homogenea,729,716,731,"702,5","720,575","22261,13","16040807,56",105
CGPA2,2024-01-19,48 hs.,Homogenea,"2102,5",2030,2187,1995,"2080,458",55993,116491064,498
CTIO,2024-01-19,48 hs.,Homogenea,1919,1833,1925,1711,"1867,446",13552,25307631,123
CVH,2024-01-19,48 hs.,Homogenea,"4139,5",3920,4300,"3919,5","4107,319",17002,"69832643,5",391
DGCU2,2024-01-19,48 hs.,Homogenea,1206,1200,"1223,5",1170,"1196,491",183618,"219697216,5",636
DOME,2024-01-19,48 hs.,Homogenea,42,40,42,40,"41,905",21000,880000,10
DYCA,2024-01-19,48 hs.,Homogenea,373,370,382,370,"372,037",7888,2934627,22
FERR,2024-01-19,48 hs.,Homogenea,89,"81,4",95,"81,4","87,931","310958,9","27342867,9",348
FIPL,2024-01-19,48 hs.,Homogenea,"172,75",172,179,170,"171,911",15321,2633853,35
AGRO,2024-01-19,48 hs.,Homogenea,"64,3",68,"71,9","62,1","66,636",8642127,"575872617,1",3979
AUSO,2024-01-19,48 hs.,Homogenea,2228,"2217,5",2278,2182,"2216,188",56721,125704389,477
BHIP,2024-01-19,48 hs.,Homogenea,"219,5",212,239,"206,25","220,2",3340786,737666232,2914
BOLT,2024-01-19,48 hs.,Homogenea,"39,15","34,05",40,"32,3","37,357",1839224,"68706970,5",769
BPAT,2024-01-19,48 hs.,Homogenea,"947,5",900,999,900,"951,411",40276,"38319026,5",337
CADO,2024-01-19,48 hs.,Homogenea,595,583,598,576,"583,376",9448,"5511736,5",53
CAPX,2024-01-19,48 hs.,Homogenea,"6229,5",6300,6400,5750,"6125,326",11147,"68279006,5",230
TXARD,2024-01-19,48 hs.,Homogenea,"0,78","0,82","0,849","0,76","0,788",250,"197,07",19
SEMI,2024-01-18,48 hs.,Homogenea,126,120,"126,5","118,5","124,282",450718,56016040,454
CARC,2024-01-18,48 hs.,Homogenea,"19,3",16,"19,9","15,8","18,32",2972366,"54453255,85",511
VALOD,2024-01-18,48 hs.,Homogenea,"0,24","0,24","0,24","0,24","0,24",25,6,7
YPFDD,2024-01-18,48 hs.,Homogenea,"16,2",16,"16,7",16,"16,147",1549,"25012,25",69
MTR,2024-01-18,48 hs.,Homogenea,1600,"1673,5","1673,5",1580,"1596,974",19058,"30435127,5",214
OEST,2024-01-18,48 hs.,Homogenea,"938,5",961,961,"910,5","940,582",19924,"18740147,5",155
PAMPD,2024-01-18,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",880,2200,3
PATA,2024-01-18,48 hs.,Homogenea,"1128,5",1125,1135,1088,"1125,102",7822,8800544,95
POLL,2024-01-18,48 hs.,Homogenea,182,182,182,182,182,1200,218400,1
REGE,2024-01-18,48 hs.,Homogenea,4100,4100,4100,4100,4100,1,4100,1
RICH,2024-01-18,48 hs.,Homogenea,"820,5",824,"857,5","800,5","818,919",2714,"2222545,5",73
RIGO,2024-01-18,48 hs.,Homogenea,845,845,845,844,"844,938",160,135190,4
ROSE,2024-01-18,48 hs.,Homogenea,70,"71,9",72,70,"70,569",16306,1150698,16
SAMI,2024-01-18,48 hs.,Homogenea,"1116,5",1033,1127,1033,"1091,821","87275,6","95289328,55",552
INTR,2024-01-18,48 hs.,Homogenea,"224,75",225,232,215,"220,821",9510,2100009,56
INVJ,2024-01-18,48 hs.,Homogenea,590,599,618,572,"599,42",115580,"69280918,5",487
IRSA,2024-01-18,48 hs.,Homogenea,"1039,1",1050,1099,1035,"1045,84",357737,"374135717,9",649
LEDE,2024-01-18,48 hs.,Homogenea,1127,1125,"1163,5",1120,"1147,484",87028,99863231,526
LONG,2024-01-18,48 hs.,Homogenea,"46,75","46,2",47,"45,1","46,235",118629,"5484832,8",51
METR,2024-01-18,48 hs.,Homogenea,1174,1178,1193,"1150,5","1172,495",87001,"102008274,5",598
MOLA,2024-01-18,48 hs.,Homogenea,23092,22991,23799,22576,"23322,771",1425,33234948,229
MOLI,2024-01-18,48 hs.,Homogenea,"4089,5",4135,"4361,5",3880,"4110,951",25544,"105010129,5",872
MORI,2024-01-18,48 hs.,Homogenea,"119,5",115,123,110,"117,867",747557,"88112309,25",782
GAMI,2024-01-18,48 hs.,Homogenea,"189,75",190,194,"186,5","189,914",26241,"4983531,75",103
GARO,2024-01-18,48 hs.,Homogenea,161,"153,75",162,"148,5","157,068",40287,6327815,42
GBAN,2024-01-18,48 hs.,Homogenea,"1323,5",1400,1400,1300,"1331,446",6873,9151030,102
GCDI,2024-01-18,48 hs.,Homogenea,27,"25,1","27,3",24,"25,75",1352220,"34820236,7",429
GCLA,2024-01-18,48 hs.,Homogenea,"1132,5",1031,1155,1000,"1107,045",68467,"75796064,5",119
GGALD,2024-01-18,48 hs.,Homogenea,"1,8","1,7","1,8","1,61","1,636",87429,"143076,54",52
HARG,2024-01-18,48 hs.,Homogenea,1533,1555,1585,1516,"1554,618",34910,54271731,399
HAVA,2024-01-18,48 hs.,Homogenea,"7839,5",7650,7900,7650,"7827,069",8254,"64604623,5",477
CECO2,2024-01-18,48 hs.,Homogenea,"440,5","432,5",446,427,"438,677",603159,264591791,772
CELU,2024-01-18,48 hs.,Homogenea,"719,5",726,745,716,"726,12","18988,9","13788225,26",118
CGPA2,2024-01-18,48 hs.,Homogenea,2029,2085,"2160,5",2000,"2043,394",63794,130356284,709
CTIO,2024-01-18,48 hs.,Homogenea,"1826,5",1840,1871,1814,"1848,656",24568,"45417784,5",161
CVH,2024-01-18,48 hs.,Homogenea,3934,3965,3965,3850,"3937,405",19044,74983940,184
DGCU2,2024-01-18,48 hs.,Homogenea,1185,1178,1212,"1158,5","1188,786",185492,220510246,749
DOME,2024-01-18,48 hs.,Homogenea,"37,2","37,2","37,2","37,2","37,2",1200,44640,1
DYCA,2024-01-18,48 hs.,Homogenea,377,380,382,370,"380,867",5397,2055540,12
FERR,2024-01-18,48 hs.,Homogenea,"80,8","80,4","82,9","78,5","80,783","128962,8","10418010,49",84
FIPL,2024-01-18,48 hs.,Homogenea,172,179,179,161,"168,609",35829,"6041093,5",67
AGRO,2024-01-18,48 hs.,Homogenea,67,"59,3",69,"59,3","63,436",7825898,"496439798,2",3414
ALUAD,2024-01-18,48 hs.,Homogenea,"0,9","0,9","0,9","0,9","0,9",29,"26,1",1
AUSO,2024-01-18,48 hs.,Homogenea,"2217,5",2300,2345,2200,"2281,883",31888,"72764691,5",423
BHIP,2024-01-18,48 hs.,Homogenea,"204,5",173,"212,5",173,"197,01",4303537,850097115,3195
BOLT,2024-01-18,48 hs.,Homogenea,"34,4",34,"34,8","32,6","34,118",1061093,"36201881,75",379
BPAT,2024-01-18,48 hs.,Homogenea,"889,5",730,907,730,"849,889",36190,30757467,331
CADO,2024-01-18,48 hs.,Homogenea,"571,5",581,"598,5",560,"578,776",18034,10437650,93
CAPX,2024-01-18,48 hs.,Homogenea,6332,6250,6449,6120,"6306,239",4151,"26177196,5",178
TXARD,2024-01-18,48 hs.,Homogenea,"0,79","0,869","0,869","0,78","0,823",1797,"1478,93",29
SEMI,2024-01-17,48 hs.,Homogenea,"117,75",118,124,"113,75","117,815",585557,"68987360,25",513
CECO2,2024-01-17,48 hs.,Homogenea,"429,5","424,5",434,418,"427,421",482811,"206363661,5",766
VALOD,2024-01-17,48 hs.,Homogenea,"0,23","0,23","0,23","0,23","0,23",215,"49,45",2
YPFDD,2024-01-17,48 hs.,Homogenea,"16,6","16,05","17,05","15,15","16,141",2253,"36365,2",136
MTR,2024-01-17,48 hs.,Homogenea,1617,1495,1700,1440,"1598,678",6546,"10464943,5",129
OEST,2024-01-17,48 hs.,Homogenea,955,"990,5","990,5",930,"962,046",18279,"17585235,5",219
PAMPD,2024-01-17,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",214,535,4
PATA,2024-01-17,48 hs.,Homogenea,1111,1098,"1119,5","1065,5","1101,658",7967,"8776910,5",90
POLL,2024-01-17,48 hs.,Homogenea,"176,5","160,5","176,5","160,5","173,477",2355,"408539,5",5
REGE,2024-01-17,48 hs.,Homogenea,3954,3954,3954,3954,3954,5,19770,3
RICH,2024-01-17,48 hs.,Homogenea,824,800,830,800,"825,867",2929,"2418964,5",63
RIGO,2024-01-17,48 hs.,Homogenea,844,840,850,840,"844,007",1168,985800,5
ROSE,2024-01-17,48 hs.,Homogenea,72,70,72,70,71,400,28400,2
SAMI,2024-01-17,48 hs.,Homogenea,1032,"1016,5",1079,"1016,5","1047,582","57575,8","60315399,95",445
INTR,2024-01-17,48 hs.,Homogenea,227,"226,5",228,209,221,5333,1178593,44
INVJ,2024-01-17,48 hs.,Homogenea,"598,5",564,610,554,"587,333",153987,"90441721,5",627
IRSA,2024-01-17,48 hs.,Homogenea,"1035,15",1010,1057,990,"1038,834",299615,"311250263,55",678
LEDE,2024-01-17,48 hs.,Homogenea,"1119,5",1087,1139,1087,"1122,792",100251,"112561022,5",559
LONG,2024-01-17,48 hs.,Homogenea,46,"44,4","46,5","44,1","45,235",300171,"13578364,85",126
METR,2024-01-17,48 hs.,Homogenea,1179,1227,1290,1165,"1191,263",155989,185823995,1069
MOLA,2024-01-17,48 hs.,Homogenea,"22962,5",22800,23800,22300,"22924,384",1961,"44954717,5",301
MOLI,2024-01-17,48 hs.,Homogenea,"4131,5",4277,4800,3945,"4370,41",65004,"284094154,5",1661
MORI,2024-01-17,48 hs.,Homogenea,"112,75","118,75","118,75",111,"115,321",845438,"97497105,75",956
GAMI,2024-01-17,48 hs.,Homogenea,188,182,193,181,"186,357",40298,7509822,95
GARO,2024-01-17,48 hs.,Homogenea,"153,75",157,157,152,"153,866",4929,758406,14
GBAN,2024-01-17,48 hs.,Homogenea,1341,1420,1440,1300,"1357,404",12987,17628601,193
GCDI,2024-01-17,48 hs.,Homogenea,"24,2",25,25,24,"24,515",635413,"15577178,85",272
GCLA,2024-01-17,48 hs.,Homogenea,1031,1062,1155,1000,"1022,849",36619,"37455698,5",71
GGALD,2024-01-17,48 hs.,Homogenea,"1,69","1,64","1,74","1,64","1,703",1425,"2426,94",50
GRIM,2024-01-17,48 hs.,Homogenea,775,750,775,750,"774,761",5221,4045025,37
HARG,2024-01-17,48 hs.,Homogenea,1552,1508,1599,1501,"1540,081",34525,"53171308,5",397
